words,labels
"['Recent', 'biochemical', 'evidence', 'suggests', 'that', 'tyrosine', '-', 'kinase', 'receptors', '(', 'RTK', ')', 'may', 'not', 'be', 'polyubiquitinated', 'but', 'monoubiquitinated', 'at', 'multiple', 'sites', '(', 'multiubiquitinated', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'the', 'type', 'of', 'ubiquitination', 'of', 'the', 'IGF', '-', 'IR', 'is', 'still', 'not', 'defined', '.']","['O', 'O', 'O', 'O', 'O', 'B-Ubiquitination', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O']"
"['Here', 'we', 'show', 'that', 'the', 'Grb10', '/', 'Nedd4', 'complex', 'upon', 'ligand', 'stimulation', 'mediates', 'multiubiquitination', 'of', 'the', 'IGF', '-', 'IR', ',', 'which', 'is', 'required', 'for', 'receptor', 'internalization', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Ubiquitination', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Moreover', ',', 'Nedd4', 'by', 'promoting', 'IGF', '-', 'IR', 'ubiquitination', 'and', 'internalization', 'contributes', 'with', 'Grb10', 'to', 'negatively', 'regulate', 'IGF', '-', 'IR', '-', 'dependent', 'cell', 'proliferation', '.']","['O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'B-Ubiquitination', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O']"
"['We', 'also', 'demonstrate', 'that', 'the', 'IGF', '-', 'IR', 'is', 'internalized', 'through', 'clathrin', '-', 'dependent', 'and', '-', 'independent', 'pathways', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Grb10', 'and', 'Nedd4', 'remain', 'associated', 'with', 'the', 'IGF', '-', 'IR', 'in', 'early', 'endosomes', 'and', 'caveosomes', ',', 'where', 'they', 'may', 'participate', 'in', 'sorting', 'internalized', 'receptors', '.']","['B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Grb10', 'and', 'Nedd4', ',', 'unlike', 'the', 'IGF', '-', 'IR', ',', 'which', 'is', 'targeted', 'for', 'lysosomal', 'degradation', 'are', 'not', 'degraded', 'and', 'likely', 'directed', 'into', 'recycling', 'endosomes', '.']","['B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['These', 'results', 'indicate', 'that', 'Grb10', 'and', 'Nedd4', 'play', 'a', 'critical', 'role', 'in', 'mediating', 'IGF', '-', 'IR', 'down', '-', 'regulation', 'by', 'promoting', 'ligand', '-', 'dependent', 'multiubiquitination', 'of', 'the', 'IGF', '-', 'IR', ',', 'which', 'is', 'required', 'for', 'receptor', 'internalization', 'and', 'regulates', 'mitogenesis', '.']","['O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Ubiquitination', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hepatitis', 'B', 'virus', 'X', 'protein', 'induces', 'the', 'expression', 'of', 'MTA1', 'and', 'HDAC1', ',', 'which', 'enhances', 'hypoxia', 'signaling', 'in', 'hepatocellular', 'carcinoma', 'cells', '.']","['O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Expression', 'level', 'of', 'metastasis', '-', 'associated', 'protein', '1', '(', 'MTA1', ')', 'is', 'closely', 'related', 'to', 'tumor', 'growth', 'and', 'metastasis', 'in', 'various', 'cancers', '.']","['O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Although', 'increased', 'expression', 'level', 'of', 'MTA1', 'was', 'observed', 'in', 'hepatocellular', 'carcinoma', '(', 'HCC', ')', ',', 'role', 'of', 'MTA1', 'complex', 'containing', 'histone', 'deacetylase', '(', 'HDAC', ')', 'in', 'hepatitis', 'B', 'virus', '(', 'HBV', ')', '-', 'associated', 'hepatocarcinogenesis', 'has', 'not', 'been', 'studied', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Here', ',', 'we', 'demonstrated', 'that', 'HBx', 'strongly', 'induced', 'the', 'expression', 'of', 'MTA1', 'and', 'HDAC1', 'genes', 'at', 'transcription', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O']"
"['MTA1', 'and', 'HDAC1', '/', '2', 'physically', 'associated', 'with', 'hypoxia', '-', 'inducible', 'factor', '-', '1', 'alpha', '(', 'HIF', '-', '1', 'alpha', ')', 'in', 'vivo', 'in', 'the', 'presence', 'of', 'HBx', ',', 'which', 'was', 'abolished', 'by', 'knockdown', 'of', 'MTA1', 'by', 'short', 'interfering', 'RNA', '(', 'siRNA', ')', '.']","['B-Protein', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['HBx', 'induced', 'deacetylation', 'of', 'the', 'oxygen', '-', 'dependent', 'degradation', 'domain', 'of', 'HIF', '-', '1', 'alpha', ',', 'which', 'was', 'accompanied', 'with', 'dissociation', 'of', 'prolyl', 'hydroxylases', 'and', 'von', 'Hippel', '-', 'Lindau', 'tumor', 'suppressor', 'from', 'HIF', '-', '1', 'alpha', '.']","['B-Protein', 'O', 'B-Deacetylation', 'O', 'O', 'B-Entity', 'I-Entity', 'I-Entity', 'I-Entity', 'I-Entity', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O']"
"['These', 'results', 'indicate', 'that', 'HBx', '-', 'induced', 'deacetylation', 'is', 'important', 'for', 'proteasomal', 'degradation', 'of', 'HIF', '-', '1', 'alpha', '.']","['O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Deacetylation', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O']"
"['Further', ',', 'we', 'observed', 'that', 'protein', 'levels', 'of', 'MTA1', 'and', 'HDAC1', 'were', 'increased', 'in', 'the', 'liver', 'of', 'HBx', '-', 'transgenic', 'mice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O']"
"['Also', ',', 'there', 'was', 'a', 'higher', 'expression', 'of', 'HDAC1', 'in', 'HCC', 'than', 'in', 'the', 'adjacent', 'non', '-', 'tumorous', 'cirrhotic', 'nodules', 'in', '10', 'out', 'of', '12', 'human', 'HBV', '-', 'associated', 'HCC', 'specimens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Together', ',', 'our', 'data', 'indicate', 'a', 'positive', 'cross', 'talk', 'between', 'HBx', 'and', 'the', 'MTA1', '/', 'HDAC', 'complex', 'in', 'stabilizing', 'HIF', '-', '1', 'alpha', ',', 'which', 'may', 'play', 'a', 'critical', 'role', 'in', 'angiogenesis', 'and', 'metastasis', 'of', 'HBV', '-', 'associated', 'HCC', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
